directory, file_name, variable_name, variable_type, description
data, qechairquality.rda, date_time, dttm, Timestamp of the air quality measurement.
data, qechairquality.rda, id, character, Internal identification for sensor location.
data, qechairquality.rda, location, Label for sensor location.
data, qechairquality.rda, indicator, Air quality measurement indicator (pm2.5 and pm10).
data, qechairquality.rda, value, Measured value in µg/m3.
